taxonID	type	description	language	source
0399D61F56C5FE6EFE17FC84FB2856F6.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56C5FE6EFE17FC84FB2856F6.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56C5FE6EFE17FC84FB2856F6.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Guanacaste, Estación Cacao, 10 º 55 ’ N, 85 º 30 ’ W, 1100 m, 19 - 20. ii. 2005, J. S. Noyes (NHMUK). Paratypes (33 ♀, CNC, MZLU, MZUCR, NHMUK): 21 ♀ with same label data as holotype; 1 ♀ from same locality as holotype but collected 22. ii. 2003; 2 ♀ COSTA RICA, Guanacaste, Estación Maritza, 10 ° 58 ’ N, 85 ° 29 ’ W, 700 m, 21. ii. 2005, J. S. Noyes; 4 ♀ COSTA RICA, Guanacaste, 18 km N Liberia, Buena Vista Lodge, 10 º 48 ’ N, 85 º 24 ’ W, 770 m, 15 - 17. ii. 2016, J. S. Noyes; 1 ♀ COSTA RICA, Alajuela, Cabro Muco, 10 º 43 ′ N, 85 º 09 ′ W, 1100 m, 13. ii. 2004, C. Hansson & J. A. Azofeifa; 1 ♀ COSTA RICA, Cartago, Humo, El Copal, 9 ° 47 ’ N, 83 ° 45 ’ W, 1050 - 1250 m, 29. ii- 6. iii. 2008, C. Hansson; 1 ♀ COSTA RICA, Puntarenas, San Vito, Las Cruces, 8 º 46 ’ N, 82 º 57 ’ W, 1300 m, 15 - 16. ii. 2006, J. S. Noyes; following from same locality as previous but collected 7 - 19. ii. 2007 (1 ♀), 19 - 22. ii. 2008 (1 ♀).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CBFE60FE02FF2EFB24511C.taxon	description	(Figs 530, 531, 1088)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CBFE60FE02FF2EFB24511C.taxon	diagnosis	Diagnosis (female). Antennal clava with distinct constriction between C 1 and C 2 (Fig. 1088); with genal carina; mesoscutellum (Fig. 530) with strong reticulation throughout and with a weak but complete median groove, submedian grooves with outer margin absent, curved and diverging towards posterior part; dorsellum with median carina; propodeum (Fig. 530) short, with strong reticulation and some irregular carinae, median carina ± triangular, callus with six setae; gaster (Fig. 530) 3.3 × as long as wide, medio-basal Gt 1 with a sharp edge shaped like an inverted U (as in Fig. 24), tergites with strong reticulation, Gt 7 1.7 × as long as width at base. Female holotype: length of body 2.8 mm (paratypes 2.6 – 2.8 mm). Scape yellowish-brown, pedicel pale brown, flagellum dark brown. Head with frons, including scrobes, golden-green, clypeus dark brown; vertex golden-green. Thoracic dorsum golden-green with red tinges. Legs with coxae metallic bluish-green; trochanters yellowish-brown; femora metallic bluish-green with apex yellowish-brown; tibiae yellowish-brown; T 1 – 3 yellowish-brown, T 4 brown. Petiole black. Gaster black with golden-green and metallic blue tinges; gonoplac black. Antenna with distinct constriction between C 1 and C 2. Face below level of toruli with strong reticulation, clypeus smooth, frons rugose, antennal scrobes with weak reticulation; with genal carina. Vertex with strong reticulation outside ocellar triangle, with wrinkled sculpture inside ocellar triangle; with a carina between posterior ocelli in posterior part. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, elongate on midlobe; midlobe rugose close to notauli, with a median groove in posterior half, with 18 scattered setae on rugose parts. Mesoscutellum with median part with rather strong reticulation but shiny and with a ± complete median groove, outer margin of submedian grooves absent, lateral parts with very strong reticulation and with seven scattered setae. Dorsellum with strong sculpture, with median carina. Propodeum with triangular median carina; with strong reticulation and some short irregular carinae; callus with six setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation. Fore wing with five setae on dorsal surface of submarginal vein; speculum closed; costal setal row unbroken. Petiole very short, just a narrow band. Gaster elongate; medio-basal Gt 1 with a sharp edge shaped like an inverted U; tergites with strong reticulation. Relative measurements: head length, dorsal view 23; head length, frontal view 38; POL 10.5; OOL 6.5; lateral ocellus diameter 4.8; head width 52; mouth width 19; malar space 13; eye length 21; scape length 19; scape width 5; pedicel + flagellum length 61; pedicel length 7.5; pedicel width, dorsal view 4.5; F 1 length 9.5; F 1 width 5; F 2 length 11; F 2 width 5; F 3 length 10; F 3 width 5; clava length 20; clava width 5; C 3 length 6; spicule length 1.5; mesosoma length 71; mesosoma width 50; midlobe of mesoscutum length 28; mesoscutellum length 27.5; mesoscutellum width 24; median part of mesoscutellum width (measured medially) 8; median part of mesoscutellum, width in anterior part 10; median part of mesoscutellum, width in posterior part 11; lateral part of mesoscutellum, width (measured medially) 5.5; dorsellum length 4.5; propodeum length 8; costal cell length 41; costal cell width (measured at widest part) 2.5; marginal vein length 40; stigmal vein length 13; gaster length 127; gaster width 39; Gt 2 length (measured medially) 10; Gt 4 length (measured medially) 18; Gt 7 length (measured medially) 25; Gt 7 width (measured at base) 15; longest cercal seta length 17; shortest cercal seta length 8. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CBFE60FE02FF2EFB24511C.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CBFE60FE02FF2EFB24511C.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CBFE60FE02FF2EFB24511C.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Puntarenas, San Vito, Las Cruces, Wilson Botanico, 1150 m, 18 - 22. iii. 1990, J. S. Noyes (NHMUK). Paratypes (3 ♀, MZLU, NHMUK): 2 ♀ with same label data as holotype; 1 ♀ COSTA RICA, Heredia, Santo Domingo, INBio-Parque, 1 - 12. iv. 2002, J. S. Noyes & D. Rubi.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CAFE63FE7AFDC9FD6357C6.taxon	description	(Figs 532, 533, 915, 989, 1087)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CAFE63FE7AFDC9FD6357C6.taxon	diagnosis	Diagnosis (female). Antenna with distinct constrictions between clavomeres (Fig. 1087); genal carina present; mesoscutellum (Fig. 915) with weak reticulation and shiny, meshes elongate, submedian grooves distinct, straight and parallel; dorsellum with median carina; propodeum (Fig. 532) long, with strong reticulation, callus with 11 setae; petiole about 0.5 × as long as wide with strong longitudinal carinae; fore wing speculum small (Fig. 533); gaster (Fig. 532) with anterior part narrow for an extended part before smoothly expanding backwards, 2.0 × as long as wide, medio-basal Gt 1 with longitudinal carinae laterally, tergites with strong reticulation; body black with metallic tinges (Figs 532, 533). Female holotype: length of body 2.6 mm (paratypes 2.4 mm). Scape yellowish-brown with dorsal edge brown, pedicel brown, flagellum dark brown. Head black with golden-green tinges, clypeus dark brown. Mesosoma black with metallic tinges. Legs with fore and hind coxae predominantly black, mid coxa dark brown; trochanters, femora and tibiae yellowish-brown; T 1 – 3 yellowish-brown, T 4 brown. Petiole black. Gaster black with metallic tinges; gonoplac black. Antenna with distinct constriction between C 1 and C 2. Face below level of toruli with weak reticulation, clypeus smooth, frons with strong reticulation, antennal scrobes with weak reticulation; with genal carina. Vertex with strong reticulation outside ocellar triangle, with wrinkled sculpture inside ocellar triangle; with a carina between posterior ocelli in posterior part. Mesoscutum with weak reticulation, especially so on midlobe, meshes isodiametric on sidelobes, elongate on midlobe; midlobe with a very weak median groove in posterior half, with eight adnotaular setae in two rows. Mesoscutellum with weak reticulation, meshes elongate; submedian grooves distinct, straight and parallel; with 12 setae scattered over lateral parts. Dorsellum with strong reticulation, with median carina. Propodeum with a strong median carina that expands posteriorly; with strong reticulation; callus with 11 setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation. Fore wing with four setae on dorsal surface of submarginal vein; speculum small and closed; costal setal row unbroken. Petiole about 0.5 × as long as wide with strong longitudinal carinae. Gaster ovate-elongate; medio-basal Gt 1 with longitudinal carinae laterally; tergites with strong reticulation. Relative measurements: head length, dorsal view 24; head length, frontal view 42; POL 10.5; OOL 8; lateral ocellus diameter 4.5; head width 56; mouth width 14.5; malar space 17; eye length 23.5; scape length 23; scape width 5; pedicel + flagellum length 65; pedicel length 8; pedicel width, dorsal view 4; F 1 length 9; F 1 width 5; F 2 length 11; F 2 width 5; F 3 length 10.5; F 3 width 5; clava length 23; clava width 6; C 3 length 8.5; spicule length 1.5; mesosoma length 83; mesosoma width 55; midlobe of mesoscutum length 29; mesoscutellum length 30; mesoscutellum width 25.5; median part of mesoscutellum width (measured medially) 11; median part of mesoscutellum, width in anterior part 11; median part of mesoscutellum, width in posterior part 11; lateral part of mesoscutellum, width (measured medially) 5; dorsellum length 4; propodeum length 16; costal cell length 45; costal cell width (measured at widest part) 3; marginal vein length 38; stigmal vein length 12; gaster length 92; gaster width 46; Gt 2 length (measured medially) 9; Gt 4 length (measured medially) 18.5; Gt 7 length (measured medially) 10; Gt 7 width (measured at base) 19; longest cercal seta length 14; shortest cercal seta length 7. Male. Length of body 1.7 mm. Antenna (Fig. 989) with scape gradually expanding from base towards plaque, narrowed at apex; plaque dark brown and situated in apical half; dorso-basal whorls of long setae present on F 1 – F 4 and C 1. Gaster long ovate. Otherwise as in female. Relative measurements: head length, dorsal view 17; head length, frontal view 29.5; head width 41; mouth width 11.5; malar space 11; eye length 17; scape length 16; scape width 4.5; plaque length 6; pedicel length 5.5; pedicel + flagellum length 52; F 1 length 3.5; F 1 width 4; F 2 length 5; F 2 width 4; F 3 length 7.5; F 3 width 3.5; F 4 length 7.5; F 4 width 3; clava length 21; clava width 3.5; mesosoma length 55; mesosoma width 35; gaster length 57; gaster width 25; longest subbasal seta on F 1, length 35.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CAFE63FE7AFDC9FD6357C6.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CAFE63FE7AFDC9FD6357C6.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CAFE63FE7AFDC9FD6357C6.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, San José, 19 km S 1 km W Empalme, Mirador Quetzal, 2600 m, iv. 2000, P. Hanson (NHMUK). Paratypes (2 ♀ 1 ♂, MZLU, MZUCR): 1 ♀ COSTA RICA, Heredia, 6 km ENE Vara Blanca, 10 ° 11 ’ N, 84 ° 07 ’ W, 2000 m, ii. 2002, INBio, OET, ALAS; following from same locality as previous but collected 10. iii. 2002 (1 ♂), 9. iv. 2002 (1 ♀).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56C9FE62FE6FFB03FDE255AD.taxon	description	(Figs 534, 535, 846)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56C9FE62FE6FFB03FDE255AD.taxon	diagnosis	Diagnosis (female). Antenna with solid clava (Fig. 846); genal carina strong, reaching to level of lower margin of eye; mesoscutellum (Fig. 534) with median part with strong reticulation, meshes ± isodiametric, without median groove, lateral parts rugose, submedian grooves with outer margin absent, diverging towards posterior part; dorsellum without median carina; propodeum (Fig. 534) with strong reticulation, callus with seven setae; gaster (Fig. 534) 1.9 × as long as wide, medio-basal Gt 1 with a sharp edge shaped like an inverted U (as in Fig. 24), Gt 1 – 5 with weak reticulation, Gt 6 – 7 with strong reticulation. Female holotype: length of body 2.2 mm (paratypes 1.7 – 2.2 mm). Scape yellowish-brown, pedicel and flagellum dark brown. Head with frons and vertex metallic greenish-blue, antennal scrobes black with metallic tinges, clypeus dark brown. Thoracic dorsum golden-green with blue tinges. Legs with coxae golden-green; trochanters dark brown; fore and mid femora dark brown with apex yellowish-brown, hind coxa golden-green with apex yellowish-brown; tibiae yellowish-brown; T 1 – 3 yellowish-brown, T 4 brown. Petiole black. Gaster metallic greenish-blue; gonoplac black. Antenna with solid clava. Frons with strong reticulation, clypeus smooth and scrobes with weak reticulation; with genal carina reaching to level of lower margin of eye. Vertex with strong reticulation, with wrinkled sculpture inside ocellar triangle. Mesoscutum with strong reticulation; midlobe with 16 scattered adnotaular setae. Mesoscutellum with median part with strong reticulation, meshes ± isodiametric, without median groove, lateral parts rugose, submedian grooves with outer margin absent, diverging towards posterior part; with 10 scattered setae on lateral parts. Dorsellum with strong reticulation, without median carina. Propodeum with strong reticulation; callus with seven setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation. Fore wing with four setae on dorsal surface of submarginal vein; speculum closed; costal setal row broken below. Petiole short. Gaster elongate; medio-basal Gt 1 with a sharp edge shaped like an inverted U; Gt 1 – 5 with weak reticulation, Gt 6 – 7 with strong reticulation. Relative measurements: head length, dorsal view 24; head length, frontal view 37; POL 10.5; OOL 5; lateral ocellus diameter 5; head width 50; mouth width 15; malar space 15; eye length 22.5; scape length 17; scape width 4; pedicel + flagellum length 46; pedicel length 6; pedicel width, dorsal view 4; F 1 length 7; F 1 width 4; F 2 length 7; F 2 width 4.5; F 3 length 6.5; F 3 width 5; clava length 16; clava width 6; C 3 length 4.5; spicule length 1.5; mesosoma length 62; mesosoma width 48; midlobe of mesoscutum length 27; mesoscutellum length 24.5; mesoscutellum width 27; median part of mesoscutellum width (measured medially) 11; median part of mesoscutellum, width in anterior part 12; median part of mesoscutellum, width in posterior part 12; lateral part of mesoscutellum, width (measured medially) 5; dorsellum length 3; propodeum length 8.5; costal cell length 34; costal cell width (measured at widest part) 3; marginal vein length 31; stigmal vein length 10; gaster length 96; gaster width 52; Gt 2 length (measured medially) 9.5; Gt 4 length (measured medially) 19; Gt 7 length (measured medially) 11; Gt 7 width (measured at base) 14; longest cercal seta length 13; shortest cercal seta length 6. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56C9FE62FE6FFB03FDE255AD.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56C9FE62FE6FFB03FDE255AD.taxon	distribution	Distribution. Costa Rica, Ecuador, Peru.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56C9FE62FE6FFB03FDE255AD.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Heredia, Santo Domingo, INBio-Parque, 1 - 12. iv. 2002, J. S. Noyes & D. Rubi (NHMUK). Paratypes (10 ♀, MZLU, MZUCR, NHMUK): 1 ♀ from same locality as holotype but collected 13. ii. 2010; 6 ♀ COSTA RICA, Guanacaste, Cañas, Río Chiquito, LN 292500 _ 417000, 410 m, 25. vii. 2003, J. Azofeifa; 1 ♀ COSTA RICA, Puntarenas, Parque Nacional Corcovado, Estación Agujas, Cerro Quebraditos, LS 274300 _ 521400, 782 m, 25. v- 17. vii. 2001, malaise trap, J. Azofeifa; 1 ♀ ECUADOR, Napo, Lumbaqui, 10 - 11. iii. 1983, Lars Huggert; 1 ♀ PERU, Loreto, Iquitos, Rio Nanay, 4 - 6. ii. 1984, Lars Huggert.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56C9FE62FE6FFB03FDE255AD.taxon	etymology	Etymology. Named after distribution.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CFFE64FE02FF13FC885161.taxon	description	(Figs 536, 537, 847)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CFFE64FE02FF13FC885161.taxon	diagnosis	Diagnosis (female). Antenna with distinct constriction between C 1 and C 2 (Fig. 847); genal carina present; mesoscutellum (Fig. 536) with strong reticulation on lateral parts, with weak reticulation on median part, meshes elongate, submedian grooves strong and ± parallel; dorsellum with median carina; propodeum (Fig. 536) with strong carinae and strong reticulation, callus with two setae; petiole transverse with strong sculpture on dorsal part; gaster (Fig. 536) 1.9 × as long as wide, tergites with strong reticulation. Small species (1.6 – 1.8 mm), predominantly dark brown with metallic blue tinges (Figs 536, 537). Female holotype: length of body 1.7 mm (paratypes 1.6 – 1.8 mm). Scape yellowish-brown, pedicel and flagellum dark brown. Head with frons including scrobes black with weak metallic tinges, clypeus dark brown; vertex dark brown to black. Mesoscutum dark brown with metallic tinges; mesoscutellum dark brown with metallic blue tinges; propodeum black with metallic tinges. Legs with coxae dark brown; trochanters yellowish-brown; femora brown with apex yellowish-brown; tibiae yellowish-brown to yellowish-white; T 1 – 3 yellowish-white, T 4 brown. Petiole black. Gaster with Gt 1 dark brown with metallic purple tinges, Gt 2 - 5 dark brown, Gt 6 - 7 black; gonoplac black. Antenna with distinct constriction between C 1 and C 2. Frons with strong reticulation, clypeus smooth, antennal scrobes with weak reticulation; with genal carina reaching level of lower margin of eye. Vertex with strong reticulation outside ocellar triangle, with wrinkled sculpture inside ocellar triangle; with a carina between posterior ocelli in posterior part. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, elongate on midlobe; with six adnotaular setae in two rows. Mesoscutellum with strong reticulation on lateral parts, with weak reticulation on median part, meshes elongate, without median groove; submedian grooves strong and ± parallel; with five scattered setae over lateral parts. Dorsel-lum with strong sculpture, with median carina. Propodeum with a strong median carina that expands anteriorly and posteriorly; with strong irregular carinae and strong reticulation; callus with two setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation. Fore wing with three setae on dorsal surface of submarginal vein; speculum closed; costal setal row unbroken. Petiole transverse with strong sculpture on dorsal part. Gaster ovate-elongate; tergites with strong reticulation. Relative measurements: head length, dorsal view 20; head length, frontal view 33; POL 9; OOL 5; lateral ocellus diameter 4.3; head width 43; mouth width 12; malar space 12; eye length 19.5; scape length 15.5; scape width 3.5; pedicel + flagellum length 48; pedicel length 6; pedicel width, dorsal view 3.2; F 1 length 8; F 1 width 4; F 2 length 7.5; F 2 width 3.5; F 3 length 7; F 3 width 3.5; clava length 17; clava width 4; C 3 length 6; spicule length 1.5; mesosoma length 53; mesosoma width 36; midlobe of mesoscutum length 21; mesoscutellum length 20.5; mesoscutellum width 16; median part of mesoscutellum width (measured medially) 6; median part of mesoscutellum, width in anterior part 6; median part of mesoscutellum, width in posterior part 6; lateral part of mesoscutellum, width (measured medially) 3.5; dorsellum length 3.5; propodeum length 9; costal cell length 29; costal cell width (measured at widest part) 1.8; marginal vein length 25; stigmal vein length 8; gaster length 66; gaster width 35; Gt 2 length (measured medially) 7; Gt 4 length (measured medially) 13.5; Gt 7 length (measured medially) 6; Gt 7 width (measured at base) 9; longest cercal seta length 12; shortest cercal seta length 5. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CFFE64FE02FF13FC885161.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CFFE64FE02FF13FC885161.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CFFE64FE02FF13FC885161.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Puntarenas, Reserva Privada Karen Mogensen, 9 º 52 ′ N, 85 º 03 ′ W, 305 m, 17 - 18. ii. 2011, J. S. Noyes (NHMUK). Paratypes (5 ♀, MZLU, NHMUK): 1 ♀ with same label data as holotype; following from same locality as holotype but collected 11 - 21. ii. 2005 (1 ♀), 14 - 15. ii. 2005 (1 ♀), 23 - 24. ii. 2013 (2 ♀).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F56CFFE64FE02FF13FC885161.taxon	etymology	Etymology. Named after type area, the Nicoya Peninsula.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
